;text;label
885;incet-incet..politicienii actuali realizeaza ca.. poporul-nu mai vrea! si daca nu-si dau fata la-ntors- risca sa aiba soarta lui..ceasca// ... poporul s-a trezit- ca mielul in haita de lupi-ce dorm dusi si satui)) scapa?;2
886;Pulica da cine esti ca sa zici la popor stop?bai lache ti-as taia capul cu briceagul ca si la restul futute-n gura cu institutia ta cu tot;2
887;Dacă nu s-au dat pachete sau 💰 acest procent este cel real la orice vot restul votanților pană la 45la suta sunt voturi cumlarate;2
888;Referendum pentru familia traditionala, care familie ca nu sa pomenit nimic despre asa ceva in buletinul de vot ,a fost o înșelătorie pe bani împrumutați;2
889;Romanii nu transmit nici un mesaj. Nu va mai imbatati cu apa rece. Lenea inca o data isi spune cuvantul!;2
890;Sau papat 4 0 de milioane de euro.;2
891;Acest Boicot se datorează lui Dragnea si clicii lui de condamnați care au găsit ei o formulă de întrebare care sa nemultumeasca oamenii;2
892;Sa aduca si morții si tot nu ajung la 30 %;2
893;Vreau sa stiu si eu de ce se voteaza doua zile..??? Sa aiba timp o noapte la dispozitie sa poata frauda votul..!! De ce nu se voteaza o zi..??? De ce sa coborat stafeta la 30% ci nu la 50%+1...????ce drac de alegeri sunt astia..??? bataie de joc.....!!!!! Intreb,ce majoritate este aia daca trebue sa fie de peste 30%????toata lumea stie ca majoritatea este din 100% care are 50%+1 aia este majoritate.....!!!;2
894;Și dacă mobilizează popii toate babele de 80 de ani, tot nu fac. Daca fac 30 la sută totuși, va râde toată Europa de noi, ptr că va fi clar că a fost fraudat. E imposibil să faci cvorumul pe bune, in condițiile in care in prima zi ai avut doar 5 la suta;2
895;&cand nu mai dau rusii gaze naturale sa incalzeasca- mega-catedralele neamului- or sa ajunga..ciupercarii clopotul cu sunet de aur .. nu o sa se mai auda nici in ..straulesti- lumanarile or sa le ia ..masochistii- cine o sa se mai tarasca pe la moaste? haha cine le da viata de apoi? inapoi etc.;2
896;Bună dimineața,vă doresc multă sănătate şi o săptămână BINECUVÂNTATĂ !;2
897;Vine ziua când o să vă judece pt tot ce ați făcut hoților. ..parlament de hoți. .huu;2
898;... fake news  .. PROT  ... filmează pe vârfu' omu și lasă impresia că ninge in toată românia;2
899;Are dreptate fiindcă la vot nu se stipula nimic despre familie ci doar despre legii care legii si cind  au fost votate de parlament;2
900;Sa lase vrajeala ca cunoastem tactica pas cu pas;2
901;Ar fi corect dar ar trece. Fiindca cei care au stat acasa sunt cei care au acceptat indirect, căsătoriile între gay.;2
902;Se pare ca,la CNAS , sunt in jur de 12 milioane asigurati, peste 18 ani.;2
903;Sub nici-o forma nu sunt de acord cu parteneriaul civil.;2
904;Este adevarat .Chiar daca sintem departe de Tara asta nu inseamna ca nu sintem crestini .Iar un crestin dupa cum se stie are familia formata din :barbat si femeie .Va doresc tuturor sanatate multa si domnul sa ne binecuvinteze pe toti .;2
905;Dacă le trebuie copii sa își facă;2
906;Ne pare rau ca nu mai avem oameni cu coloana vertebrală toți sunt mașinării care sunt cu telecomanda farara discernămînt păcat ca se mai numesc intelectuali oameni fara rațiune fara frica de Dumnezeu, Asa ă fost și la potopul lui Noie   batjocoritor de prea mult bine li sau ridicat democrația la cap  nu uitati cea ce seamănă omul aia va secera;2
907;Nu si inca odata Nu acei intelectuali Cu care va Laudati sunt in cauza;2
908;Se  poate sa va transformati in grup,asa minoritatea  19% sa se regăsească. Fara sa ne bizaie loazele retarde;2
909;Ce ziceți? Cam ce urmează? Cred ca încet trebuie sa punem bine la punct scoala de acasă. Oricum nu cred ca vom ceda. Dumnezeu sa fie cu noi.;2
910;Asta nu prea merge la biserica. Ar fi vazut ca nu sunt pe jumatate goale. Cel putin la mine in oras sunt pline.  E adevarat ca daca ar veni toti oamenii la biserica ar fi ca de Paste....;2
911;Romanii de acasa sunt pasivi nici nu au mers la vot!;2
912;Judecam si apoi zicem ca am facut tot ce se putea?  Vai noua, Doamne!!!;2
913;Sigur.    Boicot.....stau acasă.....etc;2
914;Chiar daca comitetul s-a dizolvat, oamenii raman si la fel si credinta noastra intr-o lume mai buna.;2
915;Foarte frumos concret hod Cu USR si toti care Nu iubesc aceasta tara;2
916;Asteptam sa faceti un partid national , conservator. Stai, asta le.ar da fiori , 3 sau 4 mil de voturi ???;2
917;Acum cred ca au câștigat!Am pierdut o bătălie dar nu războiul!;2
918;Ei râd și se bucură?de ce?de ce nu gândesc pana fac asta?pentru că sunt atei parca,poate nu au credință,nu Dumnezeu,nu au nimic.Asta se datorează tot neamului nostru,a întregi societăți nu sunt numai ei de vina.Toti suntem că nu suntem  o tara unita sa îi ținem să le arătăm cât este de pacat.Daca mama lor și tatăl lor nu erau azi ei nu mai erau.De ce ei nu gândesc la asta unde le este Dumnezeul lor?ce facem noi sa ii putem salva pe acești oameni?al cui este păcatul mai mare?;2
919;Respect acestui numar de oameni care nu este deloc mic! Felicitari romani! Va iubesc!;2
920;Momentan CCR nu s-a pronuntat....;2
921;Ati ajuns la cea ce va spuneam;2
922;Adevarate cuvinte venite dintr o inima dupa voia lui Dumnezeu.fi binecuvintat fratioare.;2
923;Ati dat exemplul cu Olanda. Nu stie nimeni daca e adevart, ca nu veniti cu dovezi. Romania nu are bani de citostatice pentru saracii bolnavi de cancer. Daca am ajunge sa vorbim pe picior de egalitate cu Olanda, atunci ar trebui sa ne gandim dac merita sa implantam transexualii, pana atunci ne diferentiaza un pib, niste mii de km de autostrazi, niste spitale, niste milioane de turisti... n-am auzit de olandezi care sa vina sa lucreze in Romania.;2
924;Sunt oameni carora le pasa .;2
925;"VOTEAZA! EXERCITA-TI DREPTUL LA VOT!!! DUPA AIA VEI IESI IN STRADA SI NU TE MAI IA NIMENI IN SEAMA ;)";2
926;Aloooo, aloooo, cetățenii trebuie sa meargă la vot;2
927;Claudiu Alin eu zic sa mergi la vot!;2
928;"Speram în atitudinea lor normală, un loc numit ""acasă "" în care sa se întoarcă si sa gaseasca acel spirit bun de care au nevoie, având în vedre ce se intampla prin alte părți.";2
929;Daca sunt plecat din Bucuresti, pot vota si in alta localitate?;2
930;Dar cei din Marea Britanie....???;2
931;Revizuirea Constitutie, care face obiectul Referendumului din 6-7 oct. 2018, este doar in ceea ce priveste notiunea de soti de la art. 48 alin.1. Doar acest articol va fi revizuit. Parlamentul nu a mai adoptat de 15 ani vreo lege care sa fie supusa revizuirii prin Referendum.;2
932;Cu ce le ingradesc minoritatile sexuale, care formeaza sau nu familii, cuplurilor heterosexuale? Cu ce? Cum?;2
933;Pe buletinul de vot nu se specifică nimic despre familie: Ce votăm legile să schimbe ei constituția după placul lor? Atenție mare;2
934;Depinde si cum a votat;2
935;Trăim în plină era comunista, lucrurile se repeta..;2
936;si normal ca era nevoie de asa ceva. Altfel as fi riscat sa ma casatoresct, din gresala, cu 8 militari din corul armatei, 4 tanchisti si un jucator de fotbal!;2
937;Voi sustine acest referendum si voi vota DA cu drag!!;2
938;pe foaie nu scrie care este exact legea, asa ca maine isi fac o lege in care vor avea imunitate la orice .... sa puna intrebarea corecta;2
939;Dumnezeu sa ocroteasca Romania. Amin.;2
940;Buna ziua!  Sunt interesata sa fiu prezenta ca observator intr-una din sectiile de votare din Diaspora, mai exact la Paris.  Care sunt pasii ce ar trebui urmati?  V-am lasat mesaj privat. Astept raspuns, daca e posibil. Multumesc!  Cu stima, Emima Rusu;2
941;Dumnezeu sa va binecuvinteze !;2
942;IUBESC PE DUMNEZEU CĂ EL  ASCULTĂ GLASUL MEU ȘI CERERILE MELE. AMIN;2
943;O formulare mult prea complicată pentru omul simplu care nu urmărește dezbaterile pe această temă!;2
944;Redefirnirea art.48 alin.1 privind CASATORIA , nu familia....;2
945;Intervalul orar in care se va putea vota si locația?;2
946;Cei care râdeți, râdeți degeaba ca asa a-ti facut unii si la vot si nu a-ti fost si au votat alții psd si acum nu convine la mulți...Trebuie să ne gândim la viitorul copiilor noștri....;2
947;Fara jertfa nu se poate . eu cred ca va bucurati ca ati fost umiliti si scuipati de dragul lui Hristos . Suntem atat de multumitori celor care v-ati implicat cu trup si suflet , ne imaginam efortul , nelinistile , emotiile , fricile , umilintele . Sunteti deosebiti ! Cei mai puternici ! Dumnezeu ne va da biruinta . Fiti binecuvantati de Domnul care a creat cerul si pamantul .;2
948;Respect tuturor celor care au iesit!;2
949;La ora 13:00 la ora 21:00 in seara asta vom fi 8 milioane;2
950;adica? faceti pipi pe automatele de Coca Cola?;2
951;Vă este clar că acum se vorbește mult mai mult de referendum, decât despre bestiile care au acționat împotriva românilor la 10 august? Chiar nu am învățat să analizăm efectele și să găsim pe cei care sunt avantajați de acele efecte?;2
952;O ce bine că sa afișat și asta, cu secțiile de votare din Diaspora;2
953;Ce mizerie folositi sa acoperiti mizeriile voastre!;2
954;Din pacate e foarte adevarat. Urmeazā lepadarea de credintā.;2
955;Ce păcat omule!! Spunemi și mie cum este formulată intrebarea de la referendum?;2
956;"O mică mențiune..  referendumul este pentru căsătorie, nu pentru familie  ;)";2
957;Nu ne interesează ce face acest cetățean președintele unora! Sa va aduc aminte ca ne-a jignit pe noi majoritatea făcându -ne fanatici religioși! !!! Nu înțeleg de ce postați cu figura acestui președinte impus de alții ce legătură are el cu referendumul! !!!!Dacă era după el acest referendum nu ar fi avut loc !!!!!!!!!;2
958;Nu cred. E fara continut.;2
959;Bulshit! Acum se tine cont de voia romanilor?!?! “Referendum despre valori fundamentale ale unei societăți Și Civilizații”?!?! Doar la noi ca la nimeni .;2
960;Sa fim uniti la vor si Sa alegem ceea Ce Ii place lui Dumnezeu;2
961;Am nevoie de un argument!;2
962;Sa mori in pușcărie acolo sa putrezești;2
963;Iar au început cu vrājeala !Poporul nu vā mai suportā ,nesuferiților !Demisia cā s_au furat cam multe;2
964;La groapa comună cu tradatorii! PRM e soluția dacă îi doriți spânzurați!;2
965;"Ironia sortii... Dragnea n-a fost invins de Statul paralel, ci de ""statul"" acasa!!! 😜";2
966;Sa se ocupe de ce este important in tara nu de asa ceva !Mor copii de foame batri nii in aziluri si in spitale !Ocupativa de construit spitale cu banii aia ar fi putut sa faca un spital da u sa renoveze ceva !Ne am saturat de hotii astia ce ne conduc tara !;2
967;""" familia  traditionala ""... mortii ma-ti  voastre  de ticalosi 😡😡😡😡";2
968;Nici nu merita internat!!Trebuia lasat sa moara ca un caine!!Cati oameni nevinovati au murit din cauza lui??!!;2
969;Jos guvernu...au murit 2oamenii...citi mai trebuie sa,moara pt un guvern infect;2
970;Am zis, acest Referendum este TOTAL inutil si face o miagine oribila Romaniei;2
971;Pentru ce să merg la referendum când în Constituție este deja definită legea familie prin barbat și femeie, ca să ne trezim cu alte legi schimbate cu consimțământul nostru votând Da și asta se înțelege foarte bine prin buletinul de vot pentru că nu specifică ce lege, ce articol sau ce alineat va fi modificat cum ar fi normal să specifice.  Deci aveți mare grija la vot;2
972;Se fraudează alegerile din 6 7 oct 2018 stop fraudarea voturilor eu tot votez duminică 7 oct 2018;2
973;Eu nam nicio scuză tot merg la referent hai și voi la vot fără jigniri;2
974;Morți matii de biserica nenorocita care spală lumea pe creier! Huooo;2
975;De acord! Iar dupa ce va reusi referendumul, hai sa reglementam un parteneriat civil si pentru LGBT. Dezbinarea nu e in regula, trebuie sa gasim solutii si pentru ei.;2
976;Asta este, e dreptul lui. Sa-l injuram ca nu a boicotat?;2
977;Normal ca iesim! E dreptul nostru potestativ!;2
978;Da, este referendumul PSD PNL. Nimenea nici nu credea altceva;2
979;Unde sunt cei 3 mil de semnatari?;2
980;Cel mai usor de dus de nas popor.;2
981;Diaspora e in mare parte impotriva referendumului! Vedeti grupuri pe FB - diaspora europeana (ex.) - si daca voteaza, voteaza majoritatea NU probabil, pt ca oamenii in afara sunt mult mai deschisi la minte!;2
982;E ok pentru prima zi.;2
983;Și totuși care e răspunsul? ?;2
984;Neadevaruri, da, in frunte cu aceasta pagina!;2
985;unde va sunt semnatarii? de ce nu au votat toti pana la ora asta?;2
986;Dute naibi de disperat(a).. Nu mai posta atat.;2
987;Ce aplicatie e asta o vreau si eu;2
988;Mai asteptam... mai ne rugam;2
989;Slab poate mâine merg la vot contează?;2
990;Hai sa vedem la final ce au dorit sa se voteze;2
991;Subiectul referendumului nu are legatura cu politica, ar vrea ei politicienii sa ne fure, si de data asta, cum au facut in 1989-1990... Dar, cine stie ce vrea nu se lasa pacalit, mintit, furat...;2
992;Ne vedem la vot din respect pt cei 3.000.000 de romani care au semnat pt asta;2
993;Nu cred ca asta e pozitia dansei. Ea sustine cuplurile lgbt demult. Ma indoiesc ca informatia ar fi corecta.;2
994;El chiar nu are nici o vină. Își face meseria de jurnalist. Nu are dreptul sa își exprime propria opinie chiar dacă ar avea una. Agenda progresistilor e clară și e lege de partid. El de unde sa trăiască daca nu știe decât sa manipuleze în cel mai ieftin mod, cel puțin pe aceasta tema. Îl compătimesc...... Săracu!!!!;2
995;Pe buletinul de vot de ce nu scrie direct care lege de ce nu specifica ptr ce fiu sau nu de acord ?;2
996;Au fost folosite toate cele trei culori ale steagului.;2
997;In privinta familiei nu avem ce zice despre el...!;2
998;Stricați  generațiile viitoare  veți stârni  curiozități;2
1002;nu  se  progreseaza in  felul  asta,...nu  cu  obiceiuri  feudale,...cu   toate  ca  istoria  spune  ca  si  atunci,  si decand lumea  erau   homosexuali..trebuie  sa  avem '' open  mind''  si nu  suntem  declarati  ortodocsi  -crestini,  decat  de  popi,  care  au  interese...si  de  habotnicii....suntem  liberi  sa  adoptam  orice  religie,...sau   nu....nu  ne  obliga  inchizitia  de  nici-un  fel...😠;2
1010;"""Iubiti frati..""?! :))))) Tocmai popii se gasesc sa lupte contra homosexualitatii?!! Se stie dintotdeauna ce se intampla prin seminariile alea, atatea cazuri cu popi care au abuzat de copii... si se gasesc popii sa ridice piatra?! Ba, voi sunteti sanatosi? Coalitia lu peste prajit... Sau popii lupta contra homosexualitatii din gelozie? Nu suporta concurenta...";2
1011;"Va rog sa imi spuneti ca familia traditionala inseamna: respect reciproc, iubire, grija, sustinere, educatie, respect fata de copii. Nu doar ""barbat si femeie"".Ca cei 3.000.000 care au semnat fac parte din altfel de familii, ca familiile astea traditionale chiar exista.  Si le sustin atunci din toata inima. De unde vin copiii astia care nu au primit macar o vorba buna, copiii astia abandonati care se culca seara flamanzi in timp ce in casa duhneste a alcool, care nu beneficiaza de un minim de educatie? Care sunt traumatizati pentru tot restul vietii de familia asta traditionala!Din familii netraditionale oare??? Cati copii sunt asa? Cate familii de astea ""traditionale "" in felul asta avem?";2
1012;Cat ma irita oamenii astia!! 🤬🤬🤬 Gata, daca n-am votat cum vor ei inseamna automat ca suntem ”manipulati”.;2
1013;Merget,  fratilor, la vot!;2
1014;Diaspora să voteze pentru familie;2
1015;Deci intre USRisti mai sunt și oameni.;2
1016;"Fix din cauza asta avem fete de 15 ani insarcinate, pentru ca nu vrem sa invete copiii ""sex""";2
1017;"E adevărat că în anul când s-a redactat Constituția actuală, pe care unii doresc să o modifice prin referendum, legiuitorului i s-a părut normal termenul de soți, căci în mentalul colectiv soți însemna bărbat și femeie, nicidecum combinații variate de sexe certe sau incerte. În sprijinul Constituției vine Codul Familiei, care este mult mai explicit:  Art. 1 În Romania statul ocroteste căsătoria și familia; el sprijină, prin măsuri economice și sociale, dezvoltarea și consolidarea familiei.  Statul apăra interesele mamei si copilului și manifestă deosebită grijă pentru creșterea și educarea tinerei generații.  Familia are la bază căsătoria liber consimtită între soți.  În relațiile dintre soți, precum și în exercitarea drepturilor față de copii, bărbatul și femeia au drepturi egale.  Celor  care urlă că nu le sunt respectate drepturile le recomand să se aplece mai mult asupra Constituției României:  ARTICOLUL 15 (1) Cetăţenii beneficiază de drepturile şi de libertăţile consacrate prin Constituţie şi prin alte legi şi au obligaţiile prevăzute de acestea. ARTICOLUL 16 (1) Cetăţenii sunt egali în faţa legii şi a autorităţilor publice, fără privilegii şi fără discriminări. (2) Nimeni nu este mai presus de lege.  ARTICOLUL 23 (1) Libertatea individuală şi siguranţa persoanei sunt inviolabile.  ARTICOLUL 26 (1) Autorităţile publice respectă şi ocrotesc viaţa intimă, familială şi privată. (2) Persoana fizică are dreptul să dispună de ea însăşi, dacă nu încalcă drepturile şi libertăţile altora, ordinea publică sau bunele moravuri. Recomand să se înlocuiască termenul de familie tradițională cu termenul de FAMILIE NORMALĂ, adică mai pe înțelesul tuturor celor care se fac că nu înteleg legea naturală: acel parteneriat între un bărbat cu penis și o femeie cu vagin, astfel încăt cu cele două organe genitale partenerii  să fie în măsură  din punct de vedere biologic să se acupleze, femeia dând naștere unor copii sănătoși fizic și psihic.";1
1018;Eu nu inteleg barbatii care se opun. :)) Sincer nici eu nu suport poponarii dar tot raul spre bine. Mai multe femei pentru BARBATI;2
1019;"Strict in legea 3/2000 de organizare a referendumului zici? Iata mai jos cum arata intrebarea la referendumul de suspendare sau nu a presedintelui, din Iulie 2012.   Disperarea a ajuns chiar atat de mare incat ""votantii"" astia, 3 mil, ar fi in stare sa mearga ca oitele la vot si daca i-ar intreba ""Sunteti de acord cu orice altceva in  de ceea ce nu sunteti de acord?""   Bataie de joc de la un cap la altult. https://image.stirileprotv.ro/media/images/680xX/Jul2012/60591451.jpg";2
1020;"Se răspândeşte o confuzie legată de întrebarea de la referendum. De ce se vorbeşte doar despre legea adoptată de Parlament şi nu se spune  nimic despre  familie/ căsătorie?  1. Forma întrebării e stabilită prin lege, nu e la latitudinea organizatorului (Guvernul). Mai precis, Legea 3/2000, ""legea referendumului"", prevede la articolul 7: ""(1) Cetăţenii care participă la referendum au dreptul să se pronunţe prin „DA“ sau „NU“ la următoarea întrebare înscrisă pe buletinul de vot: „Sunteţi de acord cu legea de revizuire a Constituţiei României în forma aprobată de Parlament?"""" Cu alte cuvinte, indiferent de tema referendumului, dacă scopul e modificarea Constituţiei, întrebarea e aceeaşi. https://legeaz.net/legea-referendumului-3-2000/art-7-referendumul-privind-revizuirea-constitutiei-organizarea-referendumului-national  2. Nimeni nu mai poate adăuga ceva la legea de revizuire a Constituţiei. Ea a fost publicată în Monitorul Oficial, împreună cu avizul CCR. Legea de revizuire e cea din imagine. Orice adăugire ar fi tardivă, ilegală şi în afara avizului dat de CCR, rezultând în nulitatea întregului demers.  P.S.: Legat de faptul că legea de modificare nu are număr în MO: Legea constituțională nu se numerotează înainte de referendum. Așa cum e publicată în M.O. e doar o propunere de revizuire a Constituției. Va deveni lege cu număr, dacă trece referendumul.";2
1021;"Da asa este ,sta scris in Codul Familiar art 259,alin,1"" Casatoria este liber consimtita intre un barbat si o femeie in conditiile legii"" Art .258 al.4 "" in sensul prezentului cod ,prin soti se intelege barbatul si femeia uniti prin casatorie "".Deci fara grija aceste drepturi nu ti le poate fura nimeni pentru ca sant de-o viata stabilite prin Lege.";2
1022;Asta citește cu trei zile înainte discursul ca sa fie sigura ca nu mai greseste;2
1023;Buna ziua  din...masina 😂😂;2
1024;Coalitia pentru familie....mergeti si luati copiii abandonați si le redati o familie....nu prostiti lumea..;2
1025;Mai fraților plângeți de parcă ar veni sfârșitul.Stati liniștiți că țara este tot a noastră sau in curtea domniilor voastre face cine vrea ce vrea?;2
1026;Nu mi-ai placut niciodata iar acum am greatza...;2
1027;Ce legatura are,votezi schimbarea constitutiei asa cum o vor ei,ce contine* sti,poate sa fie orice acolo;2
1028;Toata lumea se agita!S-au dus oamenii acestui partid in marile biserici si adunand preotii au facut sedinta!Munca de convingere sub o forma incredibila !Asa ceva!!!Preotii au mai convins lumea sa mearga la vot....in sate mai ales  .....implicandu-se politic.O fac de data aceasta intr-un mod fortat!;2
1029;daca Disaspora vota nu stai linistit ca nu se chinuiau sa iasa la vot si sa mai stea si la coada! Sa iasa “nu” era cel mai simplu sa stea acasa. Dimotriva, ei care deja sunt in viitor pentru noi ne arata ca nu vor ca tara noastra sa ajunga ca Occidentul;2
1031;Oare un om sarac daca nu se prezenta in instanta ce se intampla;2
1032;Parca Veorica spunea la Brussel ca PDS si guvernul nu sustine referendumul....;2
1033;"Unde as putea citi care este forma adoptata de parlament deoarece întrebarea ""Sunteți de acord cu legea de revizuire a Constituției României în forma adoptata de parlament"" îmi ridica foarte multe semne de întrebare...intratata încât cred ca nu o sa merg la vot din cauza acestei întrebări in care nu găsesc nici o legătură cu art 48.";2
1034;Am votat pentru familia dintre un bărbat şi o femeie, dar ar trebui făcut o sesizare la CCR că cei care au votat, nu sunt de acord cu invalidarea referendumul.;2
1035;Stati acasă  si faceți tot felul de scenarii  si apoi o sa va plangetti ca se vor legaliza relatiile dintre persoanele de același sex. Asa ati procedat si la vot ca nu ati participat și a castigat PSD.;2
1036;"Pe mana lor vor pierde, desi acum se simt pe val! Nu e nici ""boborul"" atat de naiv cum ar vrea sacalii!";2
1037;LUI ÎI ESTE INDIFERENT,ORICUM NU ARE COPII  !                !;2
1038;Astazi i-am luat like-ul pe care i-l dadusem acum 2 ani. Esti trist Iohannis, ia-ti aschimodiile umane si du-teee...!!! Daca n-ai copii nu-ti pasa de ai altora, dar te intereseaza de gauriti??? Tu si marii lideri europeni, niste ofiliti fara copii.;1
1039;Nu cred ca are legatura cu casatoria.Trebuie sa avem grija ce votam.stiu ei bine ce vor face.;2
1040;De unde dracu suntem 18 milioane de alegători? De ce sunt atâtea pelerinaje, exact azi, cu moși retardați care votează cum trebuie pentru că au fost duși în plimbare?;2
1041;Aveti grija si fiti atenti ca nu va mai da carne de porc si brinza pentru craciun ca a voastra este ricezita;2
1042;In gura lui Mircea Badea..;2
1043;Admi curaju si respectu pt toate aceste demersuri dumneav celor cvare va-ti implicat poporul Roman safie vocea auzita in demersuriile la rteferendum pe data de 7 octombrie fiecare vom fi activii Multumesc mult in Diaspora colegiilor si slujiotoriilor lideri din bisericile intercofesionale si celorlalte culte crestine care sio-au aratat atasamentu fata de Referendum Coalitia pt familoe este vitoru de maine respect celor din acvest grup care prin constinta si sarguinta vocatiei de care sunte-ti in domenoiu politic educativ sau religios a-ti dovedit tuturor parlamentariilor si guvernantiilor Romani vocea Romaniei va fi auzita de cei ce vor fi la vot Increderea Votului la referendum este o sansa importasnta in deciziile de nogocieri si  coaliti fata de antrepenori organizatiilor nonguvarnamentale si institutiilor publice Romania este un popr crestin Dumnezeu este Atotputernic suveran Binecuvantartea Domnuli Sto arrivando! va insoteasca pe mai departe in toata camania la referndum 7 Octombrie este o zi istorica si importanta in deciziile pe cvare politiceni Romanii le vor lua Avem nevoie de votu dumneav care conteaza mult .Du-te la vot si fi o voce auzita indiferent unde te afli arata ca esti parte din Romania si ca a<-ti pasa de vitoru Romaniei respect Coaliţia pentru Familie voua in mod special pt ca exzistati si dagtorita voua suntem o familie mai puternica si unita in societatea Romana cu respect va scriu din Geneva de la Geneva unde si la Onu geneva vom face demersuri cu referendum;2
1044;O victorie a celor care acum au scos acest parteneriat impus de UE.;2
1045;Parcă ar fi scenariul unui film cu Zombie acea descriere. Tot oameni sunt şi ei,ppate cu mai puțini neuroni,sau mai deloc,dar tot oameni rămân.;2
1046;Va dati mari credinciosi dar ati vrea sa ii razuiti/impuscati/strangeti de gat...vai mama voastra....de credinta nu mai zic...;2
1047;Cu siguranță pentru a mătrăși niște bani au făcut ei referendumul ăsta, nicidecum că îi durea pe ei de familia tradițională.;2
1048;Suntem în urma țărilor civilizate cu 100de ani;2
1049;"Da, asa l-a indemnat consilierul prezidential; de ce a votat dupa 19:30 cand au trecut  toate jurnalele de stiri? Va spun eu, ca sa nu i incurajeze pe oameni sa mearga;cu siguranta daca vota la  10-12 dimi, mai erau oameni care il urmau, in gen "" merg daca a mers si presedintele"". Rusine!  A pierdut niste voturi!";2
1050;Să desteptat și Românul acest Referendum a fost cu multe fețe .Așa cred eu pentru ce multi nu au votat puteau să schimbe constituția modificau mai multe nu numai .;2
1051;Razvanica inseamna ca participi chiar daca se anuleza buletinul de vot. Vei fi la numar :);2
1052;E proasta legea. Nu poti sa ma intrebi ceva ce nu stiu decat daca ma uit pe internet. Cati oameni au internet  ...si cati sunt curiosi sa caute...Mai bine nu ma duc...;2
1053;cu bani care sau cheltuit puteu sa faca o scoala sau un spital  acest refemdum se petea face si cind vin alegire cred ca dreptate;2
1054;Biserica sa stea la locul ei,in München a adus pe cei din diaspora direct de la biserica RUSINE;2
1055;Pedepse! Dragnea la pușcărie,Dancila la scoala clasa întâi!;2
1056;CfP, ia-ti calul tau si du-te!;2
1057;Se indreapta legiunile de pupatori de moaste catre sectiile de votare ALERTA;2
1058;Stai asa ca pana maine astia 5 % se fac 30%, ii baga dragnea pe steroizi;2
1059;"Pe agenda ""coalitiei pentru familie""(nu este gresit scris cu minuscula),urmeaza interzicerea avortului.Isi mai aduce aminte cineva ce inseamna asta?Sau toti v-ati nascut dupa '90?Sau toti sunteti barbati si n-ati avut ""probleme de-astea"" si neveste chinuite sau moarte,nici inainte de '90,nici dupa...Sa mergem sa votam DA,ca-n rest avem tot ce ne trebuie,de la sistem sanitar ok la sistem de invatamant stralucit !";2
1060;pentru 43milioane de euro este foarte putin emotionat...plecati cu cercul borfasi ordinari...cu totii...poporul nu va mai vrea.;2
1061;La noi credinta este folosita pentru indobitocirea poporului!;2
1062;Toate jegurile umanitatii voteaza la mizeria asta de referendum.;2
1063;"""Noua Ordine Mondiala"" mu are nevoie de familii traditionale. Doar de sclavi usor de manipulat.";2
1064;sa curga milioanele cheltuite pe referendum 😂;2
1065;BOR să se ocupe de cele bisericești, nu are ce căuta în politică și sa_si deschidă gura după ce plătește taxe și impozte și se autofinanteaza. Nu mai vrem sa ia bani de la stat.;2
1066;CA ASA ZICI CA PROFITA PSD-UL;2
1067;Au spurcat biserica cu politica;2
1068;Da  pe cine intereseaza ce crede el?;2
1069;Nu-mai în românia se poate manipula populatia....;2
1070;Ce rusine.Nu s-a mai pomenit sa se aseze mese la care sa stea oamenii cu spatele la altar.Ca pe vremea cxomunistilor.Biserica nu face politica.;2
1071;De unde credeti ca s-au strans cele  3 milioane de semnaturi pentru CPF, daca in momentul de fata abia sunt 1.300.000 voturi?;2
1072;Ne dorim Partidul care  sa apere drepturile crestinilor,dacă nu se va face un partid, vom ajunge sa fim persecutati mai ceva ca în  perioada de prigoana a creștinilor. Acum vedem cit mai putini care se implica pentru a apara Drepturile Creștinilor, de ce oare?;2
1073;Suntem de plâns dacă oamenii sunt amendati ptr ca sustin normalitatea.;2
1074;Cine dracu îl bagă pe ăsta în seamă măi oameni buni? Ignorați-l toți și se va termina cu lingăul . Ăsta s-a născut rerardat și păcat că mă-sa nu și-a dat seama și l-a lăsat în viață.;2
1075;Aveți bani de aruncat in loc să faceți ceva pentru țară dar poporul ar dori un referendum fără penali și atuncea sa vedeti că va trece cu succes!!!!;2
1076;Contrabandă, de neamnt, si asta.... 😤😤😤;2
1077;Dar de ce sa se biocoteze votul? Dreptul la vot face parte din democrație. Pe vremuri părinti si bunicii noștri isi doreau să voteze da nu îi lăsa nimeni. În zilele noastre ne batem joc de dreptul ce vot;2
1078;"Si daca e ""initiativa cetateneasca"" de ce se mai vrea referendum .De ce nu urmeaza ,ca si la ""fara penali"" cursul ,fara cheltuirea banului public";2
1079;pana  nu  mori  oameni  nu se face  nimic  asta  este  moda  in romania  din pacate...;2
1080;"O porcărie de referendum marca PSD. Deja este scris negru pe alb în codul civil următorul lucru : ""Art. 271: Consimţământul la căsătorie Căsătoria se încheie între bărbat şi femeie prin consimţământul personal şi liber al acestora.""  Ce rost are acest referendum care este o spălare de bani? Nu vă duceți la vot, nu le dați apa la moara PSD-ului ! Nu vă dați seama că acest referendum este finanțat din bani publici, cu care se puteau renova spitale? Sau că se pot renova școli ?";2
1081;Referendum pierdut,dancila zdragnea a primit ultimatum,hai ca stam bine;2
1082;De ce ca nu a scãpat Dragnea? Ce ziceti voi,prost e Românul ..Ia mai puneti-vã pofta în cui!!!;2
